"Date","Price","Open","High","Low","Vol.","Change %"
"18-01-2021","65,410","65,190","65,688","64,700","165.38K","1.03%"
"15-01-2021","64,745","66,450","66,450","64,151","274.16K","-2.88%"
"14-01-2021","66,666","65,600","66,806","64,950","212.67K","0.99%"
"13-01-2021","66,011","66,000","66,460","65,215","185.03K","0.19%"
"12-01-2021","65,886","65,500","66,340","65,160","227.32K","0.54%"
"11-01-2021","65,531","64,270","65,700","63,800","299.92K","1.84%"
"08-01-2021","64,348","69,838","69,838","63,621","437.81K","-7.94%"
"07-01-2021","69,898","69,252","70,198","69,252","238.64K","0.80%"
"06-01-2021","69,342","70,615","71,412","68,600","360.83K","-2.03%"
"05-01-2021","70,777","70,110","70,900","70,000","213.29K","1.25%"
"04-01-2021","69,905","68,410","70,600","68,410","282.31K","2.66%"
"01-01-2021","68,094","68,020","68,290","67,765","27.68K","0.01%"
"31-12-2020","68,086","68,601","68,673","67,850","142.80K","-0.66%"
"30-12-2020","68,538","68,150","68,934","68,040","160.03K","0.71%"
"29-12-2020","68,053","68,700","68,977","67,701","234.71K","-1.04%"
"28-12-2020","68,765","67,450","69,758","67,450","243.97K","1.91%"
"24-12-2020","67,477","67,723","67,850","66,705","189.45K","-0.09%"
"23-12-2020","67,539","66,811","67,723","66,300","252.37K","1.06%"
"22-12-2020","66,832","69,158","69,654","66,535","324.11K","-3.10%"
"21-12-2020","68,972","68,200","71,490","65,299","437.81K","1.64%"
"18-12-2020","67,860","68,195","68,280","67,316","200.09K","-0.47%"
"17-12-2020","68,183","66,187","68,334","66,187","270.27K","3.48%"
"16-12-2020","65,887","64,950","66,720","64,950","276.52K","1.64%"
"15-12-2020","64,826","63,550","64,925","63,475","202.63K","2.15%"
"14-12-2020","63,459","63,540","64,040","62,775","224.28K","-0.46%"
"11-12-2020","63,751","63,611","63,890","62,762","216.36K","0.35%"
"10-12-2020","63,531","63,755","64,370","62,960","226.84K","-0.03%"
"09-12-2020","63,550","64,950","64,950","63,210","254.77K","-2.43%"
"08-12-2020","65,136","65,500","65,781","64,571","214.27K","-0.52%"
"07-12-2020","65,476","63,700","65,595","62,427","257.44K","2.66%"
"04-12-2020","63,777","63,824","64,499","63,370","226.88K","0.28%"
"03-12-2020","63,602","63,400","64,355","62,900","257.44K","0.49%"
"02-12-2020","63,294","62,900","64,242","62,360","250.35K","0.24%"
"01-12-2020","63,141","60,500","63,422","60,500","218.98K","4.87%"
"30-11-2020","60,210","59,300","60,486","58,955","133.10K","2.22%"
"27-11-2020","58,900","59,942","60,370","58,283","0.98K","-1.75%"
"26-11-2020","59,950","60,538","60,538","59,552","0.29K","0.01%"
"25-11-2020","59,947","59,974","60,548","59,300","0.40K","0.31%"
"24-11-2020","59,759","60,300","60,300","59,001","1.27K","-0.82%"
"23-11-2020","60,255","62,000","62,249","60,047","32.84K","-2.99%"
"20-11-2020","62,114","61,555","62,750","61,555","160.98K","0.97%"
"19-11-2020","61,519","62,325","62,497","60,800","203.41K","-1.65%"
"18-11-2020","62,553","63,100","63,258","62,081","210.92K","-1.06%"
"17-11-2020","63,226","63,513","63,763","62,851","172.10K","-0.71%"
"16-11-2020","63,679","63,521","64,187","62,214","138.77K","0.12%"
"14-11-2020","63,601","63,828","64,030","63,536","10.74K","-0.18%"
"13-11-2020","63,714","62,556","64,103","62,533","163.30K","1.54%"
"12-11-2020","62,748","62,666","63,088","62,180","174.46K","0.33%"
"11-11-2020","62,542","62,925","63,067","61,265","238.85K","-0.81%"
"10-11-2020","63,050","61,600","63,220","61,450","274.86K","3.49%"
"09-11-2020","60,923","65,500","66,430","60,500","421.20K","-6.67%"
"06-11-2020","65,274","64,300","66,200","63,980","317.49K","1.64%"
"05-11-2020","64,223","61,500","64,352","61,500","263.74K","4.59%"
"04-11-2020","61,406","62,500","62,500","60,850","306.04K","-2.04%"
"03-11-2020","62,684","62,008","62,750","61,620","188.10K","1.09%"
"02-11-2020","62,008","61,150","62,240","61,150","201.61K","1.82%"
"30-10-2020","60,897","60,480","61,324","59,959","224.61K","1.15%"
"29-10-2020","60,204","60,111","60,731","58,500","288.55K","0.10%"
"28-10-2020","60,142","62,000","62,481","59,246","293.00K","-3.42%"
"27-10-2020","62,270","62,100","62,588","61,655","164.21K","0.57%"
"26-10-2020","61,920","62,167","62,428","61,289","200.08K","-0.84%"
"23-10-2020","62,443","62,600","63,073","62,080","173.42K","-0.24%"
"22-10-2020","62,594","63,222","63,222","61,855","188.43K","-1.60%"
"21-10-2020","63,610","63,333","64,000","63,101","209.74K","0.81%"
"20-10-2020","63,100","61,986","63,233","61,660","188.02K","1.62%"
"19-10-2020","62,092","61,500","63,220","61,186","193.79K","0.66%"
"16-10-2020","61,686","61,670","62,170","61,321","171.69K","0.26%"
"15-10-2020","61,526","61,310","61,650","59,841","249.02K","-0.13%"
"14-10-2020","61,606","60,800","62,237","60,624","207.66K","1.76%"
"13-10-2020","60,541","62,801","62,962","60,250","250.30K","-4.06%"
"12-10-2020","63,105","63,100","64,500","62,450","212.60K","0.40%"
"09-10-2020","62,853","60,600","63,193","60,600","211.57K","3.88%"
"08-10-2020","60,503","60,673","61,466","60,036","203.89K","0.11%"
"07-10-2020","60,434","60,200","60,900","59,352","241.07K","-0.27%"
"06-10-2020","60,600","61,750","62,345","60,238","220.33K","-2.13%"
"05-10-2020","61,922","61,005","62,455","60,251","197.15K","1.28%"
"01-10-2020","61,139","60,314","61,500","59,600","246.03K","2.04%"
"30-09-2020","59,916","62,100","62,100","59,482","262.42K","-4.08%"
"29-09-2020","62,467","60,470","62,600","60,080","240.81K","3.44%"
"28-09-2020","60,391","58,600","60,485","57,666","239.02K","2.33%"
"25-09-2020","59,016","59,310","59,740","57,525","242.09K","-0.96%"
"24-09-2020","59,587","58,100","59,826","56,045","309.12K","1.84%"
"23-09-2020","58,509","60,950","60,950","58,079","284.51K","-4.42%"
"22-09-2020","61,215","61,700","62,060","59,600","287.37K","-0.19%"
"21-09-2020","61,330","67,939","67,939","60,708","290.93K","-9.61%"
"18-09-2020","67,848","68,152","68,488","67,511","149.37K","-0.38%"
"17-09-2020","68,106","68,525","68,525","66,706","185.74K","-0.92%"
"16-09-2020","68,736","68,710","69,190","68,570","136.82K","-0.26%"
"15-09-2020","68,915","69,150","69,800","68,505","159.26K","-0.03%"
"14-09-2020","68,933","68,150","69,137","67,914","146.11K","1.51%"
"11-09-2020","67,909","68,650","68,650","67,607","155.88K","-1.54%"
"10-09-2020","68,968","68,516","69,678","68,450","186.42K","0.84%"
"09-09-2020","68,396","68,450","68,556","67,310","164.50K","-0.04%"
"08-09-2020","68,421","68,325","68,660","66,222","242.57K","0.28%"
"07-09-2020","68,232","67,887","68,429","67,621","118.05K","1.57%"
"04-09-2020","67,176","67,000","67,885","66,250","228.54K","0.34%"
"03-09-2020","66,946","68,500","69,000","66,323","265.34K","-1.88%"
"02-09-2020","68,229","70,526","70,526","67,887","218.37K","-3.72%"
"01-09-2020","70,862","70,656","72,000","70,592","187.06K","5.46%"
"31-08-2020","67,194","66,513","68,388","66,000","0.10K","0.81%"
"28-08-2020","66,651","66,498","67,380","65,757","0.30K","1.47%"
"27-08-2020","65,688","67,033","67,846","65,000","0.42K","-2.47%"
"26-08-2020","67,351","64,207","67,635","63,473","1.30K","5.47%"
"25-08-2020","63,857","65,900","66,159","63,166","24.13K","-2.77%"
"24-08-2020","65,678","66,666","67,365","65,210","200.62K","-2.13%"
"21-08-2020","67,104","68,135","68,920","65,270","272.21K","-0.66%"
"20-08-2020","67,550","67,800","68,086","66,470","240.61K","-0.63%"
"19-08-2020","67,976","69,100","69,350","67,100","316.00K","-2.22%"
"18-08-2020","69,520","69,350","71,400","65,070","350.37K","0.43%"
"17-08-2020","69,223","67,515","70,300","67,034","280.44K","2.93%"
"14-08-2020","67,250","70,500","70,950","66,217","329.65K","-5.36%"
"13-08-2020","71,062","66,900","71,453","66,258","315.51K","6.39%"
"12-08-2020","66,791","64,282","68,490","60,934","441.84K","-0.25%"
"11-08-2020","66,960","75,000","75,000","66,315","402.43K","-11.14%"
"10-08-2020","75,357","74,900","76,098","74,222","242.87K","1.71%"
"07-08-2020","74,087","76,185","78,888","73,550","431.63K","-2.38%"
"06-08-2020","75,892","72,240","76,150","72,240","347.23K","5.59%"
"05-08-2020","71,874","69,910","72,950","69,540","375.91K","2.97%"
"04-08-2020","69,804","65,900","69,982","65,258","272.68K","6.09%"
"03-08-2020","65,794","65,107","66,150","65,107","187.80K","1.13%"
"31-07-2020","65,057","62,900","65,696","62,900","292.76K","3.70%"
"30-07-2020","62,735","65,424","65,424","61,880","356.38K","-4.08%"
"29-07-2020","65,406","65,217","65,836","64,444","218.59K","0.53%"
"28-07-2020","65,060","65,888","67,935","61,664","496.17K","-0.82%"
"27-07-2020","65,599","63,757","66,265","63,757","323.83K","7.00%"
"24-07-2020","61,305","61,288","61,900","60,638","234.44K","0.00%"
"23-07-2020","61,308","60,999","62,450","60,136","332.47K","0.20%"
"22-07-2020","61,187","57,600","62,255","57,600","535.24K","6.64%"
"21-07-2020","57,375","54,100","57,860","54,100","327.91K","6.15%"
"20-07-2020","54,051","52,900","54,136","52,710","200.54K","2.05%"
"17-07-2020","52,967","52,507","53,050","52,300","170.56K","0.52%"
"16-07-2020","52,691","53,050","53,220","52,530","172.77K","-0.79%"
"15-07-2020","53,111","52,800","53,175","52,551","205.65K","0.78%"
"14-07-2020","52,701","52,832","52,832","52,071","225.33K","-0.73%"
"13-07-2020","53,091","51,500","53,198","51,500","232.02K","3.14%"
"10-07-2020","51,476","51,226","51,750","51,065","217.02K","0.54%"
"09-07-2020","51,198","51,350","52,188","50,858","282.72K","-0.57%"
"08-07-2020","51,492","50,235","51,668","50,100","225.46K","2.35%"
"07-07-2020","50,309","49,887","50,376","49,303","207.62K","0.77%"
"06-07-2020","49,927","49,250","50,383","49,031","188.98K","1.23%"
"03-07-2020","49,318","49,330","49,500","49,080","91.68K","-0.04%"
"02-07-2020","49,337","49,572","49,572","48,650","190.21K","-0.43%"
"01-07-2020","49,550","50,400","50,949","49,295","232.18K","1.04%"
"30-06-2020","49,041","48,539","49,718","48,335","0.33K","1.36%"
"29-06-2020","48,382","48,845","48,874","48,100","0.25K","-0.22%"
"26-06-2020","48,489","48,348","48,851","47,757","0.43K","0.19%"
"25-06-2020","48,397","47,947","48,899","47,241","1.35K","1.26%"
"24-06-2020","47,794","49,045","49,175","47,304","34.94K","-2.45%"
"23-06-2020","48,993","48,500","49,100","48,253","116.01K","0.84%"
"22-06-2020","48,585","48,999","49,475","48,501","157.61K","-0.45%"
"19-06-2020","48,803","48,098","48,996","48,000","164.83K","1.46%"
"18-06-2020","48,102","48,510","48,894","47,923","151.90K","-1.20%"
"17-06-2020","48,684","48,500","48,751","48,165","113.03K","0.22%"
"16-06-2020","48,578","47,866","48,700","47,800","174.61K","1.78%"
"15-06-2020","47,729","48,150","48,150","46,850","177.89K","-0.66%"
"12-06-2020","48,048","48,800","48,800","47,964","157.51K","-1.96%"
"11-06-2020","49,009","48,599","49,789","48,599","200.81K","1.17%"
"10-06-2020","48,441","48,474","49,280","48,260","161.36K","-0.11%"
"09-06-2020","48,495","48,460","48,781","48,210","136.08K","-0.08%"
"08-06-2020","48,532","48,100","48,649","48,051","149.73K","1.36%"
"05-06-2020","47,882","49,125","49,125","47,670","171.86K","-2.78%"
"04-06-2020","49,253","48,622","49,420","48,512","179.58K","0.69%"
"03-06-2020","48,914","49,221","49,850","48,228","193.15K","-1.22%"
"02-06-2020","49,520","50,974","51,040","49,105","177.14K","-2.92%"
"01-06-2020","51,012","50,600","51,450","50,205","187.57K","1.01%"
"29-05-2020","50,503","48,990","50,550","48,929","156.73K","3.02%"
"28-05-2020","49,023","48,800","49,434","48,660","146.01K","0.34%"
"27-05-2020","48,857","48,217","48,929","47,501","174.00K","1.19%"
"26-05-2020","48,284","48,949","49,472","48,150","143.17K","-0.86%"
"25-05-2020","48,704","48,531","48,829","48,102","57.78K","-0.17%"
"22-05-2020","48,785","47,750","48,875","47,504","144.64K","2.02%"
"21-05-2020","47,817","49,296","49,296","47,600","151.02K","-3.38%"
"20-05-2020","49,490","49,400","49,931","48,858","140.52K","0.52%"
"19-05-2020","49,236","48,150","49,390","47,776","139.37K","2.28%"
"18-05-2020","48,138","47,270","49,580","47,270","208.89K","2.13%"
"15-05-2020","47,135","44,610","47,270","44,610","177.10K","5.67%"
"14-05-2020","44,607","43,509","44,686","43,502","119.33K","2.59%"
"13-05-2020","43,481","43,640","43,800","43,260","105.63K","-0.16%"
"12-05-2020","43,549","43,520","43,869","43,451","95.74K","-0.35%"
"11-05-2020","43,700","43,900","44,035","43,400","110.19K","-0.14%"
"08-05-2020","43,761","43,700","44,176","43,355","149.16K","0.43%"
"07-05-2020","43,573","42,450","43,673","42,255","116.37K","2.82%"
"06-05-2020","42,378","42,491","42,799","42,219","88.23K","-0.09%"
"05-05-2020","42,415","41,899","42,500","41,534","97.18K","1.44%"
"04-05-2020","41,812","42,208","42,350","41,721","99.76K","-0.71%"
"01-05-2020","42,111","42,053","42,382","41,700","71.96K","-2.13%"
